donor,recipient,donated_amount
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,Poland,1.16176E+11
United States,India,1.16176E+11
United States,Poland,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Poland,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Poland,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Chile,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Chile,1.16176E+11
United States,Colombia,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Taiwan,1.16176E+11
United States,Estonia,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Chile,1.16176E+11
United States,South Africa,1.16176E+11
United States,Romania,1.16176E+11
United States,Taiwan,1.16176E+11
United States,Colombia,1.16176E+11
United States,Poland,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Taiwan,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,South Africa,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Hungary,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Taiwan,1.16176E+11
United States,Taiwan,1.16176E+11
United States,Poland,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,United Kingdom,1.16176E+11
United States,New Zealand,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Saudi Arabia,1.16176E+11
United States,Saudi Arabia,1.16176E+11
United States,Saudi Arabia,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,South Africa,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,Luxembourg,1.16176E+11
United States,Japan,1.16176E+11
United States,Colombia,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,United Kingdom,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Belgium,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Belgium,1.16176E+11
United States,Colombia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,United Kingdom,1.16176E+11
United States,United Kingdom,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Ireland,1.16176E+11
United States,Ireland,1.16176E+11
United States,Korea,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Poland,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,India,1.16176E+11
United States,Ireland,1.16176E+11
United States,Estonia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Ireland,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Chile,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,Brazil,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Chile,1.16176E+11
United States,Australia,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Denmark,1.16176E+11
United States,Denmark,1.16176E+11
United States,Colombia,1.16176E+11
United States,Denmark,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Colombia,1.16176E+11
United States,Australia,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Latvia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Denmark,1.16176E+11
United States,Poland,1.16176E+11
United States,South Africa,1.16176E+11
United States,Australia,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Hungary,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Poland,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,Chile,1.16176E+11
United States,Sweden,1.16176E+11
United States,Australia,1.16176E+11
United States,Korea,1.16176E+11
United States,Brazil,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,Hungary,1.16176E+11
United States,Poland,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,India,1.16176E+11
United States,Australia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Hungary,1.16176E+11
United States,Romania,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,South Africa,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Hungary,1.16176E+11
United States,Latvia,1.16176E+11
United States,Poland,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Romania,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Australia,1.16176E+11
United States,Romania,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Hungary,1.16176E+11
United States,Lithuania,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Chile,1.16176E+11
United States,Chile,1.16176E+11
United States,Brazil,1.16176E+11
United States,Chile,1.16176E+11
United States,Chile,1.16176E+11
United States,Chile,1.16176E+11
United States,India,1.16176E+11
United States,Chile,1.16176E+11
United States,Brazil,1.16176E+11
United States,Chile,1.16176E+11
United States,Poland,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Poland,1.16176E+11
United States,Cyprus,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Slovenia,1.16176E+11
United States,India,1.16176E+11
United States,Latvia,1.16176E+11
United States,Romania,1.16176E+11
United States,Latvia,1.16176E+11
United States,South Africa,1.16176E+11
United States,Qatar,1.16176E+11
United States,Qatar,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Chile,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,Chile,1.16176E+11
United States,Romania,1.16176E+11
United States,France,1.16176E+11
United States,Finland,1.16176E+11
United States,South Africa,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Finland,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,Australia,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Austria,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Chile,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,Austria,1.16176E+11
United States,Austria,1.16176E+11
United States,Romania,1.16176E+11
United States,Austria,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Chile,1.16176E+11
United States,Hungary,1.16176E+11
United States,India,1.16176E+11
United States,Greece,1.16176E+11
United States,Greece,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,Korea,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,Hungary,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,Brazil,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Latvia,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,Romania,1.16176E+11
United States,Thailand,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Hungary,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Estonia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Poland,1.16176E+11
United States,Korea,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Poland,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,Brazil,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Hungary,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Cyprus,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,United Arab Emirates,1.16176E+11
United States,Thailand,1.16176E+11
United States,Hungary,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Estonia,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Thailand,1.16176E+11
United States,Chile,1.16176E+11
United States,Colombia,1.16176E+11
United States,Korea,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Chile,1.16176E+11
United States,Romania,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Chile,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,Colombia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Poland,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Estonia,1.16176E+11
United States,Latvia,1.16176E+11
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,Thailand,1.16176E+11
United States,Colombia,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,Poland,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Korea,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Poland,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Poland,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Poland,1.16176E+11
United States,South Africa,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Lithuania,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Poland,1.16176E+11
United States,Thailand,1.16176E+11
United States,Romania,1.16176E+11
United States,Hungary,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Latvia,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Cyprus,1.16176E+11
United States,India,1.16176E+11
United States,Chile,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Romania,1.16176E+11
United States,Thailand,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Hungary,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Slovenia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Chile,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,Hungary,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Korea,1.16176E+11
United States,Poland,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Poland,1.16176E+11
United States,Colombia,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Thailand,1.16176E+11
United States,Korea,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Brazil,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Poland,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Cyprus,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Thailand,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,Poland,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Japan,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Japan,1.16176E+11
United States,South Africa,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,Latvia,1.16176E+11
United States,Japan,1.16176E+11
United States,Japan,1.16176E+11
United States,Japan,1.16176E+11
United States,Italy,1.16176E+11
United States,Italy,1.16176E+11
United States,Romania,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Poland,1.16176E+11
United States,Colombia,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,India,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,South Africa,1.16176E+11
United States,Poland,1.16176E+11
United States,Hungary,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Colombia,1.16176E+11
United States,Lithuania,1.16176E+11
United States,Chile,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,South Africa,1.16176E+11
United States,Colombia,1.16176E+11
United States,Romania,1.16176E+11
United States,Brazil,1.16176E+11
United States,Thailand,1.16176E+11
United States,Norway,1.16176E+11
United States,Italy,1.16176E+11
United States,Canada,1.16176E+11
United States,Brazil,1.16176E+11
United States,South Africa,1.16176E+11
United States,Ireland,1.16176E+11
United States,Czech Republic,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,Brazil,1.16176E+11
United States,Norway,1.16176E+11
United States,Poland,1.16176E+11
United States,Korea,1.16176E+11
United States,Norway,1.16176E+11
United States,Norway,1.16176E+11
United States,South Africa,1.16176E+11
United States,Hungary,1.16176E+11
United States,Norway,1.16176E+11
United States,Norway,1.16176E+11
United States,Colombia,1.16176E+11
United States,India,1.16176E+11
United States,Canada,1.16176E+11
United States,Canada,1.16176E+11
United States,Canada,1.16176E+11
United States,Canada,1.16176E+11
United States,South Africa,1.16176E+11
United States,Canada,1.16176E+11
United States,Thailand,1.16176E+11
United States,South Africa,1.16176E+11
United States,Canada,1.16176E+11
United States,Brazil,1.16176E+11
United States,Canada,1.16176E+11
United States,Estonia,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Canada,1.16176E+11
United States,Canada,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Canada,1.16176E+11
United States,Canada,1.16176E+11
United States,India,1.16176E+11
United States,Canada,1.16176E+11
United States,Canada,1.16176E+11
United States,India,1.16176E+11
United States,India,1.16176E+11
United States,Canada,1.16176E+11
United States,Thailand,1.16176E+11
United States,Thailand,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,South Africa,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,India,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,Brazil,1.16176E+11
United States,Korea,1.16176E+11
United States,South Africa,1.16176E+11
United States,India,1.16176E+11
United States,Brazil,1.16176E+11
United States,India,1.16176E+11
United States,Austria,1.16176E+11
United States,Austria,1.16176E+11
United States,Australia,1.16176E+11
United States,Australia,1.16176E+11
United States,Romania,1.16176E+11
United States,Romania,1.16176E+11
United States,Qatar,1.16176E+11
United States,Qatar,1.16176E+11
United States,Portugal,1.16176E+11
United States,Brazil,1.16176E+11
United States,Portugal,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,Colombia,1.16176E+11
United States,Korea,1.16176E+11
United States,Spain,1.16176E+11
United States,Spain,1.16176E+11
United States,South Africa,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,Brazil,1.16176E+11
United States,Colombia,1.16176E+11
United States,South Africa,1.16176E+11
United States,Korea,1.16176E+11
United States,Korea,1.16176E+11
United States,South Africa,1.16176E+11
United States,Korea,1.16176E+11
United States,Romania,1.16176E+11
